,text,label,text_length
277,"As a ORG53, I want to be able to edit the model of data I have already imported, So that I can fix bugs or make enhancements in the API built for my data.",Unknown,169
278,"As a ORG53, I want to be able to delete a dataset I have published, So that I can remove unwanted data from GPE3.",Unknown,136
279,"As a Platform Administrator, I want to be able to Hide any dataset already added as Public, So that I can maintain Public/Hidden status for other users.",Unknown,152
280,"As a Platform Administrator, I want to have a view on all datasets published by all users, So that I can perform management actions on any dataset.",Unknown,147
281,"As a Platform Administrator, I want to be able to delete any dataset published, So that I can deal with takedown requests, or clean up test datasets.",Unknown,149
282,"As a ORG53, I want to be able to edit the data source of data I have already imported, So that I can fix bugs or make enhancements in the API built for my data.",Unknown,175
283,"As a ORG53, I want to have the Packager support Constants, So that I can model dimensions that may not exist in the source file.",Unknown,143
284,"As a ORG53, I want to be able to import data in PRODUCT4, So that I do not have to convert data formats in order to use the data packager.",Unknown,150
285,"As a ORG53, I want to know what my data needs to be able to be visualised on a map, So that I can visualise it on a map.",Unknown,135
286,"As a ORG53, I want to be able to import data in DATE7, So that I do not have to convert data formats in order to use the data packager.",Unknown,149
287,"As a ORG53, I want to be able to import data from a Google Spreadsheet, So that I do not have to convert data formats in order to use the data packager.",Unknown,167
288,"As a ORG53, I want to be able to import data from ORG54 descriptor file, So that I do not have to convert data formats in order to use the data packager.",Unknown,182
289,"As a ORG53, I want to be able to provide the Platform Administrator with additional GeoJSON sources, So that I can improve the map-based visualisations of my data.",Unknown,178
290,"As a Data Consuming User, I want to be able to filter, sort and aggregate data by multiple dimensions and measures, So that I can get more granular views on the data.",Unknown,166
291,"As a Data Consuming User, I want to be able to download a CSV of the data that is used in any visualisation I am viewing, So that I can use the data in other tools.",Unknown,164
292,"As a Data Consuming User, I want to be able to change the display of all monetary measures across a set of currencies, So that I can understand localised amounts in non-localised figures.",Unknown,187
293,"As a Data Consuming User, I want to see textual descriptions that accompany embedded visualisations, So that I can more easily understand what I am viewing.",Unknown,156
294,"As a Data Consuming User, I want to be able to share a view state as a URL to social networks, So that I can share data that I have found with others.",Unknown,150
295,"As a Data Consuming User, I want to be able to download an image ofa particular view state, So that I can use it offline.",Unknown,121
296,"As a Data Consuming User, I want to be able to share an image of a particular view state to the social networks that support this, So that I can provide richer context in those communication channels for data I am sharing.",Unknown,222
297,"As a Data Consuming User, I want to be able to have stepped zoom on map visualisations, So that I can have better control over the navigation experience inside a map view.",Unknown,171
298,"As a Data Consuming User, I want to have consistent use of colour on map visualisations, So that I can better understand the visual logic of the map view.",Unknown,154
299,"As a Developer, I want to be able to customise the Brand Name and Icon, and ORG55 of all frontend Javascript apps, So that I can customise the branding for my own needs.",Unknown,177
300,"As an API User, I want to be able to understand if a user is a Publisher, So that I can offer functionality based on ORG56 privileges.",Unknown,146
301,"As an API User, I want to be able to understand if a user is an Administrator, So that I can offer functionality based on ORG57 privileges.",Unknown,157
302,"As an API User, I want to be able to get bordering regions|cities when I query a region|city, So that I can provider wider visual context for mapping visualisations.",Unknown,165
303,"As an API User, I want to be able to dynamically request polygons based on the query made, So that I can provide maps that match the query.",Unknown,139
304,"As an API User, I want to have a flexible API using NORP1 codes for countries, regions and cities, So that I can visualise budget data on maps.",Unknown,142
305,"As an API User, I want to be able to get a CSV output of any cube-based query, So that I can use work with tools that read CSV.",Unknown,127
306,"As an API User, I want to be able to get a set of monetary measures transferred to different currencies, So that I can use this in scenarios that might enable comparison by normalisation.",Unknown,187
307,"As an API User, I want to be able to use metadata to get results from multiple datasets, So that I can build user experiences based on CARDINAL8 dataset more easily.",Unknown,169
308,"As an API User, I want to be able to use data to get results from multiple datasets, So that I can build user experiences based on CARDINAL8 dataset more easily.",Unknown,165
309,"As an API User, I want to be able to normalise measures by population, So that I work with datasets in reference to their contextual constraints.",Unknown,145
