text,label,text_length
"As a Data Consuming User, I want to be able to share a view state as a URL to social networks, So that I can share data that I have found with others.",Accessibility,150
"As a Data Consuming User, I want to be able to download an image ofa particular view state, So that I can use it offline.",Accessibility,121
"As a Data Consuming User, I want to be able to share an image of a particular view state to the social networks that support this, So that I can provide richer context in those communication channels for data I am sharing.",Consistency,222
"As a Data Consuming User, I want to be able to have stepped zoom on map visualisations, So that I can have better control over the navigation experience inside a map view.",Accessibility,171
"As a Data Consuming User, I want to have consistent use of colour on map visualisations, So that I can better understand the visual logic of the map view.",Consistency,154
"As a Developer, I want to be able to customise the Brand Name and Icon, and Primary Color of all frontend Javascript apps, So that I can customise the branding for my own needs.",Consistency,177
"As an API User, I want to be able to understand if a user is a Publisher, So that I can offer functionality based on Dataset Publisher privileges.",Authentication,146
"As an API User, I want to be able to understand if a user is an Administrator, So that I can offer functionality based on Platform Administration privileges.",Authentication,157
"As an API User, I want to be able to get bordering regions|cities when I query a region|city, So that I can provider wider visual context for mapping visualisations.",Aggregation,165
"As an API User, I want to be able to dynamically request polygons based on the query made, So that I can provide maps that match the query.",Consistency,139
"As an API User, I want to have a flexible API using HASC codes for countries, regions and cities, So that I can visualise budget data on maps.",Aggregation,142
"As an API User, I want to be able to get a CSV output of any cube-based query, So that I can use work with tools that read CSV.",Aggregation,127
"As an API User, I want to be able to get a set of monetary measures transferred to different currencies, So that I can use this in scenarios that might enable comparison by normalisation.",Aggregation,187
"As an API User, I want to be able to use metadata to get results from multiple datasets, So that I can build user experiences based on more than one dataset more easily.",Aggregation,169
"As an API User, I want to be able to use data to get results from multiple datasets, So that I can build user experiences based on more than one dataset more easily.",Aggregation,165
